episode,step,target_agent_id,pc_repeat_agent_id,nano_action,nano_called,nano_skip_used,nano_repeat_raw,nano_repeat_slots,nano_remaining_before,nano_remaining_after,nano_safety_interrupted,nano_interrupt_reason,nano_infer_ms,round_trip_ms,pc_repeat_action,pc_repeat_called,pc_repeat_skip_used,pc_repeat_repeat_raw,pc_repeat_repeat_slots,pc_repeat_remaining_before,pc_repeat_remaining_after,pc_repeat_safety_interrupted,pc_repeat_interrupt_reason,pc_repeat_infer_ms,pc_regular_agent_ids,pc_regular_infer_ms,teacher_action_target,target_action_match,reward,delay,drop,offload_rate,joint_actions
0,84,0,1,1,1,0,1.0102427005767822,5,0,5,0,,0.11036600062652724,84.3299999833107,1,1,0,0.9977821111679077,5,5,5,1,queue_pressure,0.30880002304911613,"[2, 3]",0.23480004165321589,1,1,-0.69125,138.25,0.0,1.0,"[1, 1, 1, 1]"
0,85,0,1,1,0,1,,,5,4,0,,,,1,1,0,1.008570671081543,5,5,5,1,obs_changed,0.1778999576345086,"[2, 3]",0.18089998047798872,1,1,-0.8975,179.5,0.25,1.0,"[1, 1, 1, 1]"
0,86,0,1,1,1,0,0.9740198850631714,5,4,5,1,energy_low,0.09635200058255577,13.420899980701506,1,1,0,1.018636703491211,5,5,5,1,channel_drop,0.27400010731071234,"[2, 3]",0.19869999960064888,1,1,-0.70375,140.75,0.0,1.0,"[1, 1, 1, 1]"
0,87,0,1,1,0,1,,,5,4,0,,,,1,1,0,1.0320312976837158,5,5,5,1,energy_low,0.16759999562054873,"[2, 3]",0.19069993868470192,1,1,-0.71125,142.25,0.0,1.0,"[1, 1, 1, 1]"
0,88,0,1,1,1,0,1.0303497314453125,5,4,5,1,energy_low,0.09119900005316595,5.936299916356802,1,1,0,0.9652001261711121,5,5,5,1,energy_low,0.27249997947365046,"[2, 3]",0.19920000340789557,1,1,-0.91125,182.25,0.25,1.0,"[1, 1, 1, 1]"
0,89,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.18420000560581684,1,1,-0.71875,143.75,0.0,1.0,"[1, 1, 1, 1]"
0,90,0,1,1,1,0,1.018088936805725,5,4,5,1,energy_low,0.07960600032674847,37.07979992032051,1,0,1,,,4,3,0,,,"[2, 3]",0.33769989386200905,1,1,-0.72875,145.75,0.0,1.0,"[1, 1, 1, 1]"
0,91,0,1,1,0,1,,,5,4,0,,,,1,1,0,1.0061964988708496,5,3,5,1,energy_low,0.16980001237243414,"[2, 3]",0.18079997971653938,1,1,-0.73625,147.25,0.0,1.0,"[1, 1, 1, 1]"
0,92,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.18119998276233673,1,1,-0.74,148.0,0.0,1.0,"[1, 1, 1, 1]"
0,93,0,1,1,0,1,,,3,2,0,,,,1,1,0,1.0224504470825195,5,4,5,1,obs_changed,0.16439997125416994,"[2, 3]",0.17889996524900198,1,1,-0.7475,149.5,0.0,1.0,"[1, 1, 1, 1]"
